car,price,body,mileage,engV,engType,registration,year,model,drive,local da compra,regioes,Latitude,Longitude,data da compra,Ano de compra
Suzuki,6999.0,hatch,92,1.3,Petrol,yes,2007,Swift,front,TN,Sul,35.747845,-86.692345,2023-07-15 11:57:37,2023
Subaru,12900.0,crossover,139,2.5,Petrol,yes,2008,Forester,full,OK,Sul,36.820746,-95.929594,2023-08-08 13:28:05,2023
Honda,10300.0,sedan,106,2.0,Petrol,yes,2007,Accord,front,OR,Oeste,33.004106,-116.418468,2023-10-19 09:43:16,2023
Honda,8500.0,crossover,90,2.4,Petrol,no,2011,CR-V,full,NH,Norte,43.452492,-71.563896,2023-11-14 01:03:55,2023
Volvo,19899.0,hatch,25,1.6,Diesel,yes,2013,V40,front,VT,Norte,44.045876,-72.710686,2023-02-10 19:31:06,2023
Volkswagen,3350.0,other,223,1.9,Diesel,yes,1997,Caddy ãðóç.,front,NM,Oeste,34.423698,-106.445356,2023-10-05 11:35:03,2023
Honda,18500.0,sedan,1,1.5,Petrol,yes,2016,Civic,front,UT,Oeste,40.150032,-111.862434,2023-01-23 20:48:19,2023
Lexus,45300.0,crossover,1,2.0,Petrol,yes,2015,NX 200,full,MT,Norte,46.116203,-112.869665,2023-08-29 06:12:38,2023
Opel,7800.0,sedan,171,2.2,Petrol,yes,2006,Vectra C,front,AR,Sul,34.969704,-92.373123,2023-05-16 13:31:45,2023
Hyundai,8900.0,hatch,118,1.6,Diesel,yes,2008,i30,front,CT,Norte,41.597782,-72.755371,2023-08-17 01:01:02,2023
Mitsubishi,8900.0,hatch,125,1.8,Petrol,yes,2009,Lancer X Sportback,front,SD,Norte,44.299782,-99.438828,2023-05-10 15:48:59,2023
Daewoo,4250.0,sedan,156,1.5,Gas,yes,2008,Lanos,front,DE,Sul,38.665721,-75.755137,2023-11-13 19:06:10,2023
Hyundai,29800.0,other,49,2.4,Petrol,yes,2013,Santa FE,full,MO,Desconhecido,36.116203,-89.831988,2023-10-30 03:17:30,2023
ZAZ,2100.0,sedan,82,1.2,Petrol,yes,2007,1103 Ñëàâóòà,front,ND,Norte,47.528912,-99.784012,2023-11-09 15:05:03,2023
ZAZ,2300.0,sedan,126,1.2,Petrol,yes,2007,1103 Ñëàâóòà,front,SD,Norte,44.299782,-99.438828,2023-02-02 17:33:26,2023
Skoda,6400.0,sedan,330,1.6,Gas,yes,2004,Octavia,front,IN,Leste,36.278726,-86.302264,2023-07-23 05:57:41,2023
Mercedes-Benz,6000.0,sedan,350,2.0,Diesel,yes,1985,200,rear,MS,Sul,32.321384,-89.251388,2023-09-10 08:47:03,2023
Opel,1500.0,other,150,1.6,Other,no,1996,Tigra,front,RI,Norte,41.680893,-71.51178,2023-06-07 10:32:05,2023
Chevrolet,7500.0,sedan,121,1.6,Gas,yes,2008,Lacetti,front,PA,Leste,40.590752,-77.209755,2023-06-23 15:22:28,2023
Infiniti,14300.0,sedan,149,3.5,Petrol,yes,2007,G35,rear,AR,Sul,34.969704,-92.373123,2023-04-20 17:05:47,2023
Cadillac,145000.0,crossover,1,6.2,Petrol,yes,2016,Escalade,full,MN,Norte,44.299782,-93.774173,2023-05-06 12:22:06,2023
Opel,1900.0,vagon,250,2.0,Diesel,no,2000,Vectra B,front,NM,Oeste,34.423698,-106.445356,2023-07-03 00:39:04,2023
Volkswagen,10650.0,van,130,2.0,Diesel,yes,2011,T5 (Transporter) ãðóç,front,WA,Oeste,47.731157,-120.805472,2023-12-12 00:01:16,2023
Chery,7300.0,crossover,48,2.4,Petrol,yes,2008,Tiggo,,WV,Sul,38.491226,-80.954522,2023-02-24 17:21:18,2023
Nissan,87777.0,other,3,3.8,Petrol,yes,2010,GT-R,full,TX,Sul,31.054487,-97.563461,2023-06-02 01:27:33,2023
Hafei,6100.0,sedan,91,1.6,Petrol,yes,2008,Saibao,front,MT,Norte,46.116203,-112.869665,2023-11-29 07:48:32,2023
Opel,3900.0,vagon,370,2.0,Gas,yes,1994,Omega,rear,UT,Oeste,40.150032,-111.862434,2023-11-20 18:16:09,2023
Hyundai,5950.0,sedan,109,1.4,Petrol,yes,2008,Accent,front,OK,Sul,36.820746,-95.929594,2023-08-28 18:11:41,2023
BMW,2700.0,other,287,2.5,Diesel,no,1998,525,rear,WI,Norte,43.351915,-88.825217,2023-02-13 10:41:15,2023
Mitsubishi,1600.0,vagon,185,1.3,Petrol,no,2000,Space Star,front,MD,Sul,39.063946,-76.802101,2023-08-01 15:28:48,2023
Mercedes-Benz,25500.0,crossover,200,4.0,Diesel,yes,2007,GL 420,full,IA,Norte,42.019842,-93.210526,2023-04-27 01:23:34,2023
Ford,16699.0,other,133,4.0,Petrol,yes,2008,Mustang,rear,IA,Norte,42.019842,-93.210526,2023-09-06 04:14:36,2023
Hyundai,12899.0,crossover,49,2.7,Petrol,yes,2008,Tucson,full,WY,Oeste,42.755966,-107.30249,2023-04-15 23:01:22,2023
Subaru,8899.0,vagon,134,2.5,Petrol,yes,2006,Outback,full,VT,Norte,44.045876,-72.710686,2023-04-20 23:59:10,2023
ZAZ,1500.0,hatch,230,1.2,Petrol,yes,2005,1103 Ñëàâóòà,front,LA,Sul,31.169546,-91.867805,2023-05-31 15:09:19,2023
ZAZ,1750.0,sedan,100,1.2,Petrol,yes,2005,1103 Ñëàâóòà,front,OK,Sul,36.820746,-95.929594,2023-02-22 01:36:00,2023
Daewoo,3200.0,sedan,107,,Gas,yes,2009,Sens,front,ND,Norte,47.528912,-99.784012,2023-06-28 03:00:44,2023
VAZ,1600.0,sedan,230,1.3,Petrol,yes,1987,2106,rear,CA,Oeste,36.116203,-119.681564,2023-11-30 04:45:54,2023
ZAZ,4800.0,sedan,74,1.5,Gas,yes,2011,Forza,front,GA,Sul,33.040619,-83.643074,2023-06-10 03:45:49,2023
Audi,3000.0,sedan,267,2.5,Diesel,no,1999,A6,front,TN,Sul,35.747845,-86.692345,2023-01-02 06:47:40,2023
BMW,7250.0,sedan,300,2.8,Petrol,yes,1999,528,rear,WI,Norte,43.351915,-88.825217,2023-01-15 20:45:26,2023
Land Rover,285000.0,crossover,0,5.0,Petrol,yes,2016,Range Rover,full,KY,Sul,37.66814,-84.670067,2023-09-12 19:53:05,2023
Chevrolet,7499.0,sedan,107,2.5,Petrol,yes,2007,Epica,front,NM,Oeste,34.423698,-106.445356,2023-12-02 15:09:18,2023
BMW,42000.0,crossover,128,4.4,Petrol,yes,2011,X5 M,full,SC,Sul,33.856892,-80.945007,2023-02-06 01:03:28,2023
Mercedes-Benz,0.0,other,0,4.7,Petrol,yes,2016,S 500,full,WY,Oeste,42.755966,-107.30249,2023-03-27 15:20:39,2023
Chevrolet,7300.0,sedan,75,1.6,Gas,yes,2012,Lacetti,front,NC,Sul,35.630066,-79.806419,2023-11-08 15:13:09,2023
Volkswagen,7700.0,van,228,1.9,Diesel,yes,2006,Caddy ïàññ.,front,WI,Norte,43.351915,-88.825217,2023-12-19 11:14:05,2023
Mercedes-Benz,24500.0,sedan,180,3.2,Diesel,yes,2008,S 320,rear,CO,Oeste,39.059811,-105.311104,2023-11-10 06:53:10,2023
Geely,8900.0,hatch,35,1.8,Gas,yes,2014,Emgrand 7 (EC7),,NC,Sul,35.630066,-79.806419,2023-07-07 05:06:49,2023
Kia,13000.0,crossover,155,2.5,Diesel,yes,2008,Sorento,full,OH,Leste,40.388783,-82.764915,2023-12-22 03:08:07,2023
Mazda,32000.0,sedan,0,2.0,Petrol,yes,2016,6,front,VT,Norte,44.045876,-72.710686,2023-03-19 08:31:00,2023
VAZ,6200.0,crossover,89,1.7,Petrol,yes,2009,2121,full,VT,Norte,44.045876,-72.710686,2023-03-15 23:55:48,2023
Infiniti,19000.0,crossover,55,4.5,Gas,yes,2007,FX 45,full,IL,Leste,40.298904,-87.43114,2023-05-30 21:00:26,2023
Smart,4100.0,other,220,0.6,Petrol,yes,2001,Fortwo,rear,ME,Norte,44.693947,-69.381927,2023-12-03 13:47:58,2023
Smart,4300.0,hatch,80,0.6,Petrol,yes,2000,City,,TN,Sul,35.747845,-86.692345,2023-10-28 23:35:44,2023
Mercedes-Benz,13500.0,van,259,3.0,Diesel,yes,2007,Vito ïàññ.,rear,KY,Sul,37.66814,-84.670067,2023-10-15 17:55:41,2023
Peugeot,1999.0,hatch,87,1.8,Diesel,yes,1988,205,front,CA,Oeste,36.116203,-119.681564,2023-06-01 18:07:38,2023
Mercedes-Benz,160000.0,other,8,4.6,Petrol,yes,2015,S 500,full,RI,Norte,41.680893,-71.51178,2023-03-04 08:03:02,2023
Hyundai,5300.0,van,342,2.5,Diesel,yes,2000,H 200 ãðóç.,rear,LA,Sul,31.169546,-91.867805,2023-12-30 05:05:17,2023
Mercedes-Benz,31500.0,van,95,2.2,Diesel,yes,2013,Vito ïàññ.,rear,CT,Norte,41.597782,-72.755371,2023-02-16 18:30:43,2023
Skoda,12800.0,sedan,118,1.8,Petrol,yes,2010,Octavia A5,front,KY,Sul,37.66814,-84.670067,2023-12-18 08:47:22,2023
Nissan,7200.0,sedan,56,3.0,Other,yes,1998,Gloria,rear,PA,Leste,40.590752,-77.209755,2023-05-29 11:50:57,2023
Ford,1400.0,sedan,82,1.6,Gas,yes,1991,Orion,front,MO,Desconhecido,36.116203,-89.831988,2023-01-11 11:26:50,2023
Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008,Golf Plus,front,AR,Sul,34.969704,-92.373123,2023-09-10 14:36:49,2023
Nissan,6350.0,van,153,3.5,Other,no,2004,Elgrand,rear,AR,Sul,34.969704,-92.373123,2023-01-08 18:33:45,2023
Volkswagen,3100.0,hatch,311,1.6,Gas,yes,1986,Golf II,full,LA,Sul,31.169546,-91.867805,2023-10-04 14:59:44,2023
Mercedes-Benz,5800.0,van,368,2.2,Diesel,yes,2000,Vito ïàññ.,front,ME,Norte,44.693947,-69.381927,2023-11-22 07:29:06,2023
Ford,15000.0,van,31,1.5,Diesel,yes,2015,Tourneo Courier,front,MS,Sul,32.321384,-89.251388,2023-05-11 00:55:36,2023
Chevrolet,6800.0,van,140,4.3,Petrol,yes,2004,Astro ïàññ.,rear,IA,Norte,42.019842,-93.210526,2023-05-16 17:22:38,2023
BMW,23700.0,crossover,117,2.0,Diesel,yes,2010,X1,rear,FL,Sul,27.766279,-81.686783,2023-12-24 18:43:08,2023
BMW,40000.0,crossover,48,4.4,Petrol,yes,2009,X6,full,NV,Oeste,38.313515,-117.055374,2023-03-03 09:09:01,2023
Opel,7200.0,hatch,160,1.6,Petrol,yes,2005,Astra H,front,MS,Sul,32.321384,-89.251388,2023-07-14 15:57:49,2023
VAZ,703.95,sedan,30,1.3,Petrol,yes,1986,2106,rear,MI,Norte,42.874721,-86.251989,2023-03-20 20:51:13,2023
Mercedes-Benz,51000.0,sedan,119,4.7,Petrol,yes,2012,S 500,full,NE,Desconhecido,41.12537,-98.268082,2023-08-18 22:51:48,2023
Toyota,9400.0,sedan,140,1.6,Petrol,yes,2008,Corolla,front,ME,Norte,44.693947,-69.381927,2023-03-18 02:06:45,2023
Renault,9500.0,hatch,77,1.6,Petrol,yes,2011,Megane,front,MD,Sul,39.063946,-76.802101,2023-01-29 23:15:01,2023
Skoda,7300.0,hatch,131,1.4,Petrol,yes,2011,Fabia,front,VT,Norte,44.045876,-72.710686,2023-07-23 09:52:31,2023
Renault,9500.0,sedan,89,1.6,Petrol,yes,2012,Fluence,front,AL,Sul,32.806671,-86.79113,2023-04-06 13:41:57,2023
Ford,9900.0,sedan,73,1.6,Petrol,yes,2011,Focus,front,NY,Leste,40.298904,-74.521011,2023-03-14 12:56:46,2023
Ford,16600.0,hatch,30,,Other,yes,2013,Focus Electric,front,LA,Sul,31.169546,-91.867805,2023-12-31 16:41:28,2023
Suzuki,3500.0,crossover,190,1.6,Gas,yes,1992,Vitara,full,CT,Norte,41.597782,-72.755371,2023-05-12 05:54:33,2023
Opel,10999.0,sedan,1,1.4,Petrol,yes,2008,Astra G,front,FL,Sul,27.766279,-81.686783,2023-08-08 21:49:49,2023
Chevrolet,44700.0,van,120,3.5,Petrol,yes,2013,Express ïàññ.,full,NV,Oeste,38.313515,-117.055374,2023-01-05 00:32:12,2023
Fiat,1000.0,hatch,230,1.5,Petrol,yes,1988,Uno,front,IN,Leste,36.278726,-86.302264,2023-09-21 09:20:40,2023
BMW,9800.0,sedan,264,3.0,Diesel,yes,2001,530,rear,MD,Sul,39.063946,-76.802101,2023-06-28 04:47:51,2023
Hyundai,8800.0,hatch,122,1.6,Diesel,yes,2008,i30,,MO,Desconhecido,36.116203,-89.831988,2023-03-10 10:25:28,2023
Mercedes-Benz,30900.0,sedan,71,2.2,Diesel,yes,2012,E-Class,rear,AL,Sul,32.806671,-86.79113,2023-07-13 21:01:43,2023
Opel,8400.0,other,124,1.6,Petrol,yes,2008,Astra H,,ID,Oeste,44.299782,-114.74204,2023-02-10 11:51:24,2023
Kia,8000.0,van,145,2.0,Diesel,yes,2008,Carens,front,WY,Oeste,42.755966,-107.30249,2023-08-23 18:20:12,2023
Mercedes-Benz,119000.0,sedan,27,3.0,Diesel,yes,2014,S 350,full,RI,Norte,41.680893,-71.51178,2023-01-02 22:49:35,2023
Mercedes-Benz,10500.0,sedan,285,1.8,Gas,yes,2003,E-Class,rear,CT,Norte,41.597782,-72.755371,2023-08-11 17:47:20,2023
VAZ,2100.0,sedan,160,1.5,Petrol,yes,2004,2107,rear,PA,Leste,40.590752,-77.209755,2023-08-14 05:53:38,2023
Nissan,2000.0,sedan,124,2.0,Petrol,yes,1991,Primera,front,UT,Oeste,40.150032,-111.862434,2023-03-10 02:05:09,2023
Smart,5500.0,other,130,0.7,Other,yes,2005,Fortwo,rear,IN,Leste,36.278726,-86.302264,2023-08-29 11:33:38,2023
Peugeot,12745.2,hatch,0,1.2,Petrol,yes,2015,208,front,NH,Norte,43.452492,-71.563896,2023-07-25 20:50:37,2023
Audi,2550.0,sedan,370,2.5,Diesel,no,1998,A6,front,GA,Sul,33.040619,-83.643074,2023-12-05 13:06:18,2023
Volkswagen,6500.0,van,310,1.9,Diesel,yes,1997,T4 (Transporter) ïàññ.,front,NY,Leste,40.298904,-74.521011,2023-09-08 06:54:15,2023
Chrysler,2700.0,sedan,200,3.5,Petrol,no,1999,300 M,front,IL,Leste,40.298904,-87.43114,2023-07-15 18:41:58,2023
ZAZ,1980.0,other,86,1.2,Petrol,yes,2005,110557,front,AR,Sul,34.969704,-92.373123,2023-04-24 22:02:56,2023
Audi,10500.0,vagon,243,2.5,Diesel,yes,2003,A6,full,SC,Sul,33.856892,-80.945007,2023-02-26 23:41:36,2023
Opel,3299.0,vagon,263,1.6,Petrol,yes,1998,Astra F,front,WA,Oeste,47.731157,-120.805472,2023-04-10 06:09:50,2023
BMW,112000.0,sedan,16,3.0,Diesel,yes,2015,730,full,ID,Oeste,44.299782,-114.74204,2023-10-17 00:03:44,2023
Audi,6700.0,sedan,470,2.0,Diesel,yes,1997,A6,front,MD,Sul,39.063946,-76.802101,2023-09-28 15:29:49,2023
BMW,6800.0,sedan,297,2.5,Petrol,yes,2000,525,rear,GA,Sul,33.040619,-83.643074,2023-01-09 21:39:06,2023
Opel,1300.0,sedan,250,2.2,Petrol,yes,1986,Rekord,rear,AZ,Oeste,33.729759,-111.431221,2023-04-01 13:10:25,2023
Toyota,21500.0,crossover,135,2.0,Gas,yes,2007,Land Cruiser Prado,full,CA,Oeste,36.116203,-119.681564,2023-08-24 05:52:58,2023
Mitsubishi,10600.0,crossover,85,,Gas,yes,2006,Outlander,full,HI,Oeste,21.094318,-157.498337,2023-09-12 23:16:10,2023
Renault,10100.0,van,164,2.0,Diesel,yes,2012,Trafic ãðóç.,front,AZ,Oeste,33.729759,-111.431221,2023-04-27 20:35:13,2023
Fiat,8950.0,van,163,1.4,Gas,yes,2012,Doblo ãðóç.,front,CT,Norte,41.597782,-72.755371,2023-10-15 06:55:10,2023
Ford,56900.0,other,1,2.3,Petrol,yes,2016,Mustang,rear,VT,Norte,44.045876,-72.710686,2023-07-13 16:34:15,2023
Volkswagen,0.0,van,320,1.6,Diesel,yes,1985,T3 (Transporter),rear,NY,Leste,40.298904,-74.521011,2023-01-19 21:47:12,2023
VAZ,0.0,hatch,210,1.5,Petrol,yes,1998,21093,front,ND,Norte,47.528912,-99.784012,2023-01-25 22:12:42,2023
Nissan,6500.0,sedan,383,,Other,yes,2008,Almera,,WY,Oeste,42.755966,-107.30249,2023-11-20 00:29:37,2023
Volkswagen,2200.0,hatch,400,1.3,Other,yes,1987,Golf II,front,MD,Sul,39.063946,-76.802101,2023-01-27 14:01:15,2023
Nissan,16800.0,hatch,13,,Other,yes,2014,Leaf,front,WY,Oeste,42.755966,-107.30249,2023-07-05 11:54:15,2023
Skoda,7650.0,hatch,161,1.2,Petrol,yes,2011,Fabia,front,RI,Norte,41.680893,-71.51178,2023-09-28 16:17:38,2023
Opel,3300.0,hatch,10,1.8,Gas,yes,1993,Vectra A,front,MN,Norte,44.299782,-93.774173,2023-09-10 08:06:23,2023
Kia,8900.0,hatch,76,1.6,Petrol,yes,2008,Ceed,front,KS,Desconhecido,38.5266,-96.726486,2023-10-30 10:41:14,2023
Mitsubishi,10500.0,crossover,95,3.2,Diesel,no,2008,Pajero Wagon,full,SD,Norte,44.299782,-99.438828,2023-08-23 18:33:32,2023
BMW,6500.0,sedan,388,3.5,Petrol,yes,1998,735,rear,MT,Norte,46.116203,-112.869665,2023-10-12 14:12:45,2023
Audi,11800.0,sedan,240,4.2,Gas,yes,2001,S8,full,NY,Leste,40.298904,-74.521011,2023-05-15 06:34:48,2023
Skoda,6000.0,sedan,250,1.8,Petrol,yes,2004,Octavia,front,NM,Oeste,34.423698,-106.445356,2023-12-29 00:07:12,2023
Jeep,8900.0,other,210,5.2,Gas,yes,1996,Grand Cherokee,full,OK,Sul,36.820746,-95.929594,2023-11-30 08:30:32,2023
Subaru,8000.0,sedan,155,2.0,Petrol,yes,2006,Impreza,full,PA,Leste,40.590752,-77.209755,2023-12-25 15:46:43,2023
Renault,6450.0,van,186,1.5,Diesel,yes,2011,Kangoo ãðóç.,front,LA,Sul,31.169546,-91.867805,2023-02-25 11:25:26,2023
VAZ,1600.0,sedan,126,1.6,Gas,yes,1979,2106,rear,CO,Oeste,39.059811,-105.311104,2023-05-22 10:34:21,2023
Volkswagen,5699.0,van,258,2.5,Diesel,yes,2001,T4 (Transporter) ãðóç,front,GA,Sul,33.040619,-83.643074,2023-12-09 18:26:22,2023
ZAZ,8200.0,sedan,70,1.4,Petrol,yes,2013,Vida,front,VA,Sul,38.003385,-79.458786,2023-05-09 18:51:34,2023
Chery,2900.0,sedan,128,1.6,Petrol,yes,2008,Amulet,front,PA,Leste,40.590752,-77.209755,2023-11-12 17:12:59,2023
Volkswagen,19999.0,sedan,107,1.8,Petrol,yes,2011,Passat B7,front,PA,Leste,40.590752,-77.209755,2023-08-22 17:41:30,2023
Ford,1199.0,hatch,1,1.3,Petrol,yes,1988,Escort,front,MT,Norte,46.116203,-112.869665,2023-11-20 20:03:27,2023
Opel,8150.0,vagon,180,1.3,Diesel,yes,2008,Astra H,front,DE,Sul,38.665721,-75.755137,2023-06-17 11:00:53,2023
Mitsubishi,11100.0,vagon,132,2.4,Gas,yes,2006,Grandis,front,CT,Norte,41.597782,-72.755371,2023-11-29 22:09:27,2023
BMW,37700.0,crossover,108,3.0,Petrol,yes,2011,X3,full,MA,Norte,42.230171,-71.530106,2023-04-04 07:42:11,2023
Volkswagen,6300.0,crossover,213,2.5,Diesel,no,2004,Touareg,,IA,Norte,42.019842,-93.210526,2023-11-22 10:58:34,2023
Suzuki,11900.0,crossover,59,1.6,Petrol,yes,2014,SX4,front,KS,Desconhecido,38.5266,-96.726486,2023-02-15 02:03:58,2023
Infiniti,26300.0,crossover,120,,Other,yes,2009,FX 35,,TX,Sul,31.054487,-97.563461,2023-07-27 13:21:39,2023
BMW,30000.0,sedan,78,3.8,Petrol,yes,1993,M5,rear,TN,Sul,35.747845,-86.692345,2023-10-10 23:39:26,2023
VAZ,3300.0,sedan,170,1.5,Gas,yes,2005,21099,front,AZ,Oeste,33.729759,-111.431221,2023-05-30 14:27:55,2023
Mercedes-Benz,5500.0,sedan,360,2.0,Gas,yes,1994,E-Class,rear,MI,Norte,42.874721,-86.251989,2023-12-06 06:33:19,2023
Renault,7100.0,van,171,1.5,Diesel,yes,2013,Kangoo ãðóç.,front,OR,Oeste,33.004106,-116.418468,2023-10-31 14:29:28,2023
Renault,7200.0,van,123,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,KY,Sul,37.66814,-84.670067,2023-02-07 14:49:14,2023
Hyundai,7400.0,hatch,59,1.4,Petrol,yes,2008,Getz,front,SD,Norte,44.299782,-99.438828,2023-02-21 04:51:53,2023
Kia,8500.0,hatch,120,1.6,Diesel,yes,2008,Ceed,front,IL,Leste,40.298904,-87.43114,2023-07-14 12:41:42,2023
Porsche,20700.0,crossover,153,4.8,Petrol,yes,2007,Cayenne,full,AL,Sul,32.806671,-86.79113,2023-05-29 05:26:32,2023
Volkswagen,16950.0,sedan,38,2.0,Diesel,yes,2014,Jetta,front,MS,Sul,32.321384,-89.251388,2023-09-28 07:32:18,2023
Mitsubishi,8100.0,sedan,112,2.4,Petrol,yes,2007,Galant,front,MT,Norte,46.116203,-112.869665,2023-12-20 14:17:19,2023
Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013,Multivan,full,GA,Sul,33.040619,-83.643074,2023-02-25 11:57:46,2023
Volkswagen,55555.0,van,50,2.0,Diesel,yes,2013,Multivan,full,LA,Sul,31.169546,-91.867805,2023-11-01 15:43:00,2023
Volkswagen,3800.0,sedan,300,2.8,Gas,yes,1996,Passat B4,front,MN,Norte,44.299782,-93.774173,2023-04-28 02:47:32,2023
Chrysler,3900.0,van,400,2.5,Diesel,no,2003,Grand Voyager,front,WI,Norte,43.351915,-88.825217,2023-08-02 10:20:29,2023
Volkswagen,5000.0,sedan,81,,Other,no,2013,Passat B7,,WV,Sul,38.491226,-80.954522,2023-04-09 01:35:33,2023
Nissan,2900.0,sedan,300,2.0,Petrol,yes,1995,Primera,front,AK,Oeste,61.370716,-149.493686,2023-07-15 16:48:58,2023
Daewoo,3900.0,sedan,123,,Gas,yes,2007,Lanos,front,NY,Leste,40.298904,-74.521011,2023-04-09 05:25:46,2023
Geely,3200.0,sedan,23,1.5,Other,yes,2013,CK,front,AR,Sul,34.969704,-92.373123,2023-01-07 01:37:21,2023
Mazda,7500.0,hatch,144,,Petrol,yes,2006,3,front,MD,Sul,39.063946,-76.802101,2023-09-06 02:08:57,2023
Renault,10900.0,vagon,180,1.5,Diesel,yes,2012,Megane,front,NY,Leste,40.298904,-74.521011,2023-04-04 22:52:28,2023
Volkswagen,2850.0,vagon,450,1.6,Diesel,yes,1988,Passat B2,front,KS,Desconhecido,38.5266,-96.726486,2023-05-01 23:35:41,2023
Honda,15200.0,other,90,3.5,Gas,yes,2008,Accord,front,ME,Norte,44.693947,-69.381927,2023-10-10 05:29:59,2023
Ford,8000.0,sedan,107,1.6,Petrol,yes,2008,Focus,front,AR,Sul,34.969704,-92.373123,2023-03-27 15:13:27,2023
Hyundai,5700.0,sedan,118,1.4,Petrol,yes,2007,Accent,front,LA,Sul,31.169546,-91.867805,2023-01-10 22:20:17,2023
SsangYong,8500.0,other,102,2.0,Diesel,yes,2009,Actyon Sports,full,LA,Sul,31.169546,-91.867805,2023-12-02 21:17:20,2023
Kia,14777.0,crossover,119,2.5,Diesel,yes,2009,Sorento,full,WA,Oeste,47.731157,-120.805472,2023-06-17 12:00:31,2023
VAZ,1240.0,vagon,12,1.5,Petrol,yes,1998,2104,rear,MA,Norte,42.230171,-71.530106,2023-08-30 06:57:51,2023
Chevrolet,6300.0,vagon,138,1.8,Petrol,yes,2009,Lacetti,front,VA,Sul,38.003385,-79.458786,2023-09-10 11:51:02,2023
Audi,19500.0,crossover,186,4.2,Petrol,yes,2006,Q7,full,OH,Leste,40.388783,-82.764915,2023-05-03 02:32:00,2023
BMW,9900.0,other,93,2.5,Petrol,yes,2003,Z4,rear,SD,Norte,44.299782,-99.438828,2023-04-12 09:20:04,2023
VAZ,1000.0,sedan,10,8.0,Petrol,yes,1982,2101,rear,OR,Oeste,33.004106,-116.418468,2023-08-27 14:50:05,2023
Toyota,12400.0,hatch,52,1.4,Other,yes,2012,Prius,front,GA,Sul,33.040619,-83.643074,2023-06-26 23:31:24,2023
Toyota,19200.0,hatch,54,1.4,Other,yes,2012,Prius,front,FL,Sul,27.766279,-81.686783,2023-11-02 03:35:01,2023
Volkswagen,4200.0,van,210,2.0,Diesel,no,2004,Touran,front,MO,Desconhecido,36.116203,-89.831988,2023-01-11 12:34:44,2023
Nissan,1650.0,sedan,234,1.8,Petrol,yes,1984,Stanza,front,NH,Norte,43.452492,-71.563896,2023-05-16 21:13:02,2023
Mercedes-Benz,12900.0,sedan,255,2.7,Diesel,yes,2003,E-Class,rear,RI,Norte,41.680893,-71.51178,2023-09-23 05:11:13,2023
Mazda,6250.0,hatch,191,2.0,Petrol,yes,2004,3,front,VT,Norte,44.045876,-72.710686,2023-11-12 22:05:41,2023
Skoda,11800.0,sedan,89,1.6,Petrol,yes,2012,Octavia A5,front,IN,Leste,36.278726,-86.302264,2023-10-19 08:58:13,2023
Volkswagen,7800.0,van,226,1.9,Diesel,yes,2005,T5 (Transporter) ãðóç,,NC,Sul,35.630066,-79.806419,2023-02-19 06:23:55,2023
Mercedes-Benz,20500.0,sedan,193,3.5,Other,yes,2006,CLS 350,rear,DE,Sul,38.665721,-75.755137,2023-09-05 20:19:13,2023
Nissan,8800.0,van,285,1.9,Diesel,yes,2004,Primastar ïàññ.,front,ND,Norte,47.528912,-99.784012,2023-08-12 06:11:27,2023
Opel,5500.0,other,180,1.3,Diesel,yes,2009,Combo ãðóç.,front,NM,Oeste,34.423698,-106.445356,2023-10-08 10:18:20,2023
VAZ,3650.0,sedan,137,1.6,Petrol,yes,2008,21099,front,NJ,Leste,40.298904,-74.521011,2023-01-06 04:58:03,2023
Mazda,2250.0,van,212,1.8,Petrol,no,2004,Premacy,front,WY,Oeste,42.755966,-107.30249,2023-04-25 21:18:12,2023
VAZ,1600.0,sedan,1,,Petrol,yes,1985,2106,rear,AK,Oeste,61.370716,-149.493686,2023-03-22 02:37:49,2023
VAZ,741.0,sedan,167,1.3,Gas,yes,1986,2105,rear,RI,Norte,41.680893,-71.51178,2023-06-20 09:59:11,2023
Honda,7800.0,other,220,2.0,Gas,yes,1999,CR-V,full,MN,Norte,44.299782,-93.774173,2023-07-19 01:30:58,2023
Toyota,9999.0,sedan,345,3.0,Gas,yes,2005,Camry,front,AK,Oeste,61.370716,-149.493686,2023-10-28 22:36:50,2023
Toyota,10200.0,other,105,1.5,Gas,yes,2005,Scion,front,NM,Oeste,34.423698,-106.445356,2023-12-15 14:15:44,2023
Toyota,0.0,hatch,76,1.0,Petrol,yes,2007,Aygo,front,AK,Oeste,61.370716,-149.493686,2023-06-22 19:07:50,2023
Ford,0.0,other,1,5.0,Petrol,yes,2014,Mustang,rear,IL,Leste,40.298904,-87.43114,2023-02-22 10:21:07,2023
Peugeot,6700.0,van,134,1.6,Diesel,yes,2013,Partner ãðóç.,front,TX,Sul,31.054487,-97.563461,2023-04-22 06:18:37,2023
Toyota,28900.0,sedan,15,2.5,Petrol,yes,2015,Camry,front,OK,Sul,36.820746,-95.929594,2023-12-07 17:26:18,2023
Nissan,15700.0,other,0,,Other,yes,2012,Juke,,SC,Sul,33.856892,-80.945007,2023-01-26 18:34:34,2023
Acura,18500.0,crossover,85,3.7,Petrol,yes,2008,MDX,full,DE,Sul,38.665721,-75.755137,2023-09-30 00:51:10,2023
